序号,raw_name,standard_name,brand,brand_cn,model_canonical,model_display,model_aliases,reference_price,price_note,knowledge_record_id,knowledge_name,match_status,price_alignment,auto_sync_to_kb,review_required,review_reason,action
578,ARCSABER 8 ARC8 弓剑8 弓箭8 弓剑系列,YONEX ARCSABER 8,YONEX,尤尼克斯,ARCSABER 8,YONEX ARCSABER 8,ARCSABER 8 ARC8 弓剑8 弓箭8 弓剑系列；YONEX ARCSABER 8；ARCSABER8；ARC8；弓剑；弓箭,900,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-8,YONEX ARCSABER 8,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
579,ARCSABER 8 POWER 弓箭8 弓剑8P ARC8P ARC,YONEX ARCSABER 8 POWER,YONEX,尤尼克斯,ARCSABER 8 POWER,YONEX ARCSABER 8 POWER,ARCSABER 8 POWER 弓箭8 弓剑8P ARC8P ARC；YONEX ARCSABER 8 POWER；ARCSABER8；ARC8P；弓剑；弓箭,900,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-8-POWER,YONEX ARCSABER 8 POWER,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
580,ARCSABER 8DX ARC8DX ARC,YONEX ARCSABER 8DX,YONEX,尤尼克斯,ARCSABER 8DX,YONEX ARCSABER 8DX,ARCSABER 8DX ARC8DX ARC；YONEX ARCSABER 8DX；ARCSABER8DX；ARC8DX,900,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-8DX,YONEX ARCSABER 8DX,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
581,ARCSABER 9 弓箭9 ARC9 弓剑9 弓9 ARCSABER9 弓剑系列,YONEX ARCSABER 9,YONEX,尤尼克斯,ARCSABER 9,YONEX ARCSABER 9,ARCSABER 9 弓箭9 ARC9 弓剑9 弓9 ARCSABER9 弓剑系列；YONEX ARCSABER 9；ARCSABER9；ARC9；弓剑；弓箭,900,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-9,YONEX ARCSABER 9,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
582,ARCSABER 903 弓剑903 ARC903 弓箭903 晨光联名 弓剑系列,YONEX ARCSABER 903,YONEX,尤尼克斯,ARCSABER 903,YONEX ARCSABER 903,ARCSABER 903 弓剑903 ARC903 弓箭903 晨光联名 弓剑系列；YONEX ARCSABER 903；ARCSABER903；ARC903；弓剑；弓箭,1200,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-903,YONEX ARCSABER 903,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
583,ARCSABER 9BP 弓剑9BP ARC9BP 弓箭9BP ARCSABER9BP 弓剑系列,YONEX ARCSABER 9BP,YONEX,尤尼克斯,ARCSABER 9BP,YONEX ARCSABER 9BP,ARCSABER 9BP 弓剑9BP ARC9BP 弓箭9BP ARCSABER9BP 弓剑系列；YONEX ARCSABER 9BP；ARCSABER9BP；ARC9BP；弓剑；弓箭,900,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-9BP,YONEX ARCSABER 9BP,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
584,ARCSABER 9FL Arc9FL 弓箭9FL 弓剑9FL ARCSABER9FL 弓剑系列,YONEX ARCSABER 9FL,YONEX,尤尼克斯,ARCSABER 9FL,YONEX ARCSABER 9FL,ARCSABER 9FL Arc9FL 弓箭9FL 弓剑9FL ARCSABER9FL 弓剑系列；YONEX ARCSABER 9FL；ARCSABER9FL；ARC9FL；弓剑；弓箭,900,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-9FL,YONEX ARCSABER 9FL,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
585,ARCSABER D11 弓剑D11 弓D11 ARC,YONEX ARCSABER D11,YONEX,尤尼克斯,ARCSABER D11,YONEX ARCSABER D11,ARCSABER D11 弓剑D11 弓D11 ARC；YONEX ARCSABER D11；D11；弓剑,1200,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-D11,YONEX ARCSABER D11,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
586,ARCSABER D17 ARCD17 ARC,YONEX ARCSABER D17,YONEX,尤尼克斯,ARCSABER D17,YONEX ARCSABER D17,ARCSABER D17 ARCD17 ARC；YONEX ARCSABER D17；D17；ARCD17,1200,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-D17,YONEX ARCSABER D17,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
587,ARCSABER D18 弓剑D18 ARC,YONEX ARCSABER D18,YONEX,尤尼克斯,ARCSABER D18,YONEX ARCSABER D18,ARCSABER D18 弓剑D18 ARC；YONEX ARCSABER D18；D18；弓剑,1200,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-D18,YONEX ARCSABER D18,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
588,ARCSABER D19 ARC,YONEX ARCSABER D19,YONEX,尤尼克斯,ARCSABER D19,YONEX ARCSABER D19,ARCSABER D19 ARC；YONEX ARCSABER D19；D19,1200,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-D19,YONEX ARCSABER D19,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
589,ARCSABER D5/D6 弓剑D5 弓剑D6 弓箭D5 弓箭D6 ARC,YONEX ARCSABER D5,YONEX,尤尼克斯,ARCSABER D5,YONEX ARCSABER D5,ARCSABER D5/D6 弓剑D5 弓剑D6 弓箭D5 弓箭D6 ARC；YONEX ARCSABER D5；D5；D6；弓剑；弓箭,500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-D5,YONEX ARCSABER D5,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
590,ARCSABER D8 弓箭d8 ARCD8 弓剑D8 弓剑系列,YONEX ARCSABER D8,YONEX,尤尼克斯,ARCSABER D8,YONEX ARCSABER D8,ARCSABER D8 弓箭d8 ARCD8 弓剑D8 弓剑系列；YONEX ARCSABER D8；D8；ARCD8；弓剑；弓箭,900,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-D8,YONEX ARCSABER D8,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
591,ARCSABER FB BP 弓剑FBBP ARCFBBP 弓剑系列,YONEX ARCSABER 9BP,YONEX,尤尼克斯,ARCSABER 9BP,YONEX ARCSABER 9BP,ARCSABER FB BP 弓剑FBBP ARCFBBP 弓剑系列；YONEX ARCSABER 9BP；弓剑,1045,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-9BP,YONEX ARCSABER 9BP,低置信对应-需人工确认,已按清单价与知识库价平均覆盖,YES,YES,价格已覆盖；名称/型号对应仍建议复核,参考价已按清单价与知识库价平均值覆盖；同步到知识库
592,ARCSABER FB 红蓝 ARC,YONEX ARCSABER FB,YONEX,尤尼克斯,ARCSABER FB,YONEX ARCSABER FB,ARCSABER FB 红蓝 ARC；YONEX ARCSABER FB,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-FB,YONEX ARCSABER FB,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
593,ARCSABER FB 蓝绿 ARCFB ARC,YONEX ARCSABER FB,YONEX,尤尼克斯,ARCSABER FB,YONEX ARCSABER FB,ARCSABER FB 蓝绿 ARCFB ARC；YONEX ARCSABER FB,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-FB,YONEX ARCSABER FB,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
594,ARCSABER FD 弓剑FD ARCFDEX ARCFD ARC,YONEX ARCSABER FD,YONEX,尤尼克斯,ARCSABER FD,YONEX ARCSABER FD,ARCSABER FD 弓剑FD ARCFDEX ARCFD ARC；YONEX ARCSABER FD；弓剑,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-FD,YONEX ARCSABER FD,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
595,ARCSABER I,YONEX ARCSABER I,YONEX,尤尼克斯,ARCSABER I,YONEX ARCSABER I,ARCSABER I；YONEX ARCSABER I,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-I,YONEX ARCSABER I,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
596,ARCSABER LIGHT 5i ARCLT5I 弓剑LT5I 弓剑系列,YONEX ARCSABER LIGHT 5I,YONEX,尤尼克斯,ARCSABER LIGHT 5I,YONEX ARCSABER LIGHT 5I,ARCSABER LIGHT 5i ARCLT5I 弓剑LT5I 弓剑系列；YONEX ARCSABER LIGHT 5I；LIGHT5I；ARCLT5I；弓剑,500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-LIGHT-5I,YONEX ARCSABER LIGHT 5I,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
597,ARCSABER LITE 弓剑LITE ARCLITE ARC,YONEX ARCSABER LITE,YONEX,尤尼克斯,ARCSABER LITE,YONEX ARCSABER LITE,ARCSABER LITE 弓剑LITE ARCLITE ARC；YONEX ARCSABER LITE；弓剑,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-LITE,YONEX ARCSABER LITE,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
598,ARCSABER Light 10i 弓剑10i 弓箭10i 弓剑系列,YONEX ARCSABER LIGHT 10I,YONEX,尤尼克斯,ARCSABER LIGHT 10I,YONEX ARCSABER LIGHT 10I,ARCSABER Light 10i 弓剑10i 弓箭10i 弓剑系列；YONEX ARCSABER LIGHT 10I；LIGHT10I；弓剑；弓箭,2800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-LIGHT-10I,YONEX ARCSABER LIGHT 10I,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
599,ARCSABER TOUR 1000 弓剑1000 ARCtour1000 弓1000 弓箭1000 ARC1000tour 弓剑系列,YONEX ARCSABER TOUR 1000,YONEX,尤尼克斯,ARCSABER TOUR 1000,YONEX ARCSABER TOUR 1000,ARCSABER TOUR 1000 弓剑1000 ARCtour1000 弓1000 弓箭1000 ARC1000tour 弓剑系列；YONEX ARCSABER TOUR 1000；TOUR1000；ARCTOUR1000；ARC1000TOUR；弓剑；弓箭,2800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-TOUR-1000,YONEX ARCSABER TOUR 1000,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
600,ARCSABER TOUR 33 弓剑33 ARC33TRSP ARC33 ARC,YONEX ARCSABER TOUR 33,YONEX,尤尼克斯,ARCSABER TOUR 33,YONEX ARCSABER TOUR 33,ARCSABER TOUR 33 弓剑33 ARC33TRSP ARC33 ARC；YONEX ARCSABER TOUR 33；TOUR33；ARC33TRSP；ARC33；弓剑,850,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-TOUR-33,YONEX ARCSABER TOUR 33,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
601,ARCSABER TOUR 6600 ARC6600 ARC,YONEX ARCSABER TOUR 6600,YONEX,尤尼克斯,ARCSABER TOUR 6600,YONEX ARCSABER TOUR 6600,ARCSABER TOUR 6600 ARC6600 ARC；YONEX ARCSABER TOUR 6600；TOUR6600；ARC6600,850,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-TOUR-6600,YONEX ARCSABER TOUR 6600,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
602,ARCSABER TP1 ARCTP1 ARC,YONEX ARCSABER TP1,YONEX,尤尼克斯,ARCSABER TP1,YONEX ARCSABER TP1,ARCSABER TP1 ARCTP1 ARC；YONEX ARCSABER TP1；TP1；ARCTP1,500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-TP1,YONEX ARCSABER TP1,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
603,ARCSABER TP3 弓剑TP3 弓箭TP3 ARC,YONEX ARCSABER TP3,YONEX,尤尼克斯,ARCSABER TP3,YONEX ARCSABER TP3,ARCSABER TP3 弓剑TP3 弓箭TP3 ARC；YONEX ARCSABER TP3；TP3；弓剑；弓箭,500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-TP3,YONEX ARCSABER TP3,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
604,ARCSABER Tour 66 弓66 弓剑66 ARC66 tour66 弓剑系列,YONEX ARCSABER TOUR 66,YONEX,尤尼克斯,ARCSABER TOUR 66,YONEX ARCSABER TOUR 66,ARCSABER Tour 66 弓66 弓剑66 ARC66 tour66 弓剑系列；YONEX ARCSABER TOUR 66；TOUR66；ARC66；弓剑,850,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-TOUR-66,YONEX ARCSABER TOUR 66,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
605,ARCSABER Z,YONEX ARCSABER Z,YONEX,尤尼克斯,ARCSABER Z,YONEX ARCSABER Z,ARCSABER Z；YONEX ARCSABER Z,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-Z,YONEX ARCSABER Z,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
606,ARCSABER 弓箭0 ARC0 弓剑0 弓剑系列,YONEX ARCSABER ARCSABER 0,YONEX,尤尼克斯,ARCSABER ARCSABER 0,YONEX ARCSABER ARCSABER 0,ARCSABER 弓箭0 ARC0 弓剑0 弓剑系列；YONEX ARCSABER ARCSABER 0；ARC0；弓剑；弓箭,500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-ARCSABER-0,YONEX ARCSABER ARCSABER 0,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
607,NANOFLARE 001 ABILITY NF,YONEX NANOFLARE 001 ABILITY,YONEX,尤尼克斯,NANOFLARE 001 ABILITY,YONEX NANOFLARE 001 ABILITY,NANOFLARE 001 ABILITY NF；YONEX NANOFLARE 001 ABILITY,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-001-ABILITY,YONEX NANOFLARE 001 ABILITY,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
608,NANOFLARE 001 CLEAR NF,YONEX NANOFLARE 001 CLEAR,YONEX,尤尼克斯,NANOFLARE 001 CLEAR,YONEX NANOFLARE 001 CLEAR,NANOFLARE 001 CLEAR NF；YONEX NANOFLARE 001 CLEAR,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-001-CLEAR,YONEX NANOFLARE 001 CLEAR,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
609,NANOFLARE 002 ABILITY 疾光002A NF002A NF,YONEX NANOFLARE 002 ABILITY,YONEX,尤尼克斯,NANOFLARE 002 ABILITY,YONEX NANOFLARE 002 ABILITY,NANOFLARE 002 ABILITY 疾光002A NF002A NF；YONEX NANOFLARE 002 ABILITY；NF002A；疾光,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-002-ABILITY,YONEX NANOFLARE 002 ABILITY,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
610,NANOFLARE 002 ABILITY 黑粉 疾光002A黑粉 NF002A黑粉 NF,YONEX NANOFLARE 002 ABILITY,YONEX,尤尼克斯,NANOFLARE 002 ABILITY,YONEX NANOFLARE 002 ABILITY,NANOFLARE 002 ABILITY 黑粉 疾光002A黑粉 NF002A黑粉 NF；YONEX NANOFLARE 002 ABILITY；疾光,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-002-ABILITY,YONEX NANOFLARE 002 ABILITY,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
611,NANOFLARE 002 CLEAR 疾光002C NF002C NF,YONEX NANOFLARE 002 CLEAR,YONEX,尤尼克斯,NANOFLARE 002 CLEAR,YONEX NANOFLARE 002 CLEAR,NANOFLARE 002 CLEAR 疾光002C NF002C NF；YONEX NANOFLARE 002 CLEAR；NF002C；疾光,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-002-CLEAR,YONEX NANOFLARE 002 CLEAR,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
612,NANOFLARE 002 CLEAR 黑蓝 疾光002C黑蓝 NF002C黑蓝 NF,YONEX NANOFLARE 002 CLEAR,YONEX,尤尼克斯,NANOFLARE 002 CLEAR,YONEX NANOFLARE 002 CLEAR,NANOFLARE 002 CLEAR 黑蓝 疾光002C黑蓝 NF002C黑蓝 NF；YONEX NANOFLARE 002 CLEAR；疾光,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-002-CLEAR,YONEX NANOFLARE 002 CLEAR,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
613,NANOFLARE 002 FEEL 疾光002F NF002F NF,YONEX NANOFLARE 002 FEEL,YONEX,尤尼克斯,NANOFLARE 002 FEEL,YONEX NANOFLARE 002 FEEL,NANOFLARE 002 FEEL 疾光002F NF002F NF；YONEX NANOFLARE 002 FEEL；NF002F；疾光,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-002-FEEL,YONEX NANOFLARE 002 FEEL,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
614,NANOFLARE 1000 PLAY 疾光1000PALY NF1000PALY NF,YONEX NANOFLARE 1000 PLAY,YONEX,尤尼克斯,NANOFLARE 1000 PLAY,YONEX NANOFLARE 1000 PLAY,NANOFLARE 1000 PLAY 疾光1000PALY NF1000PALY NF；YONEX NANOFLARE 1000 PLAY；NF1000PALY；疾光,500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-1000-PLAY,YONEX NANOFLARE 1000 PLAY,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
615,NANOFLARE 1000 TOUR 疾光1000TUOR NF1000TOUR NF,YONEX NANOFLARE 1000 TOUR,YONEX,尤尼克斯,NANOFLARE 1000 TOUR,YONEX NANOFLARE 1000 TOUR,NANOFLARE 1000 TOUR 疾光1000TUOR NF1000TOUR NF；YONEX NANOFLARE 1000 TOUR；NF1000TOUR；疾光,1180,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-1000-TOUR,YONEX NANOFLARE 1000 TOUR,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
616,NANOFLARE 1000Z 加油红纪念款,YONEX NANOFLARE 1000Z,YONEX,尤尼克斯,NANOFLARE 1000Z,YONEX NANOFLARE 1000Z,NANOFLARE 1000Z 加油红纪念款；YONEX NANOFLARE 1000Z,1930,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-1000Z,YONEX NANOFLARE 1000Z,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
617,NANOFLARE 1000Z 国羽专属光影纪念拍 NF1000Z光影 疾光1000Z光影 NF1000Z大熊猫 疾光1000Z大熊猫 1000Z光影 疾光系列,YONEX NANOFLARE 1000Z,YONEX,尤尼克斯,NANOFLARE 1000Z,YONEX NANOFLARE 1000Z,NANOFLARE 1000Z 国羽专属光影纪念拍 NF1000Z光影 疾光1000Z光影 NF1000Z大熊猫 疾光1000Z大熊猫 1000Z光影 疾光系列；YONEX NANOFLARE 1000Z；疾光,1930,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-1000Z,YONEX NANOFLARE 1000Z,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
618,NANOFLARE 1000Z 疾光1000Z NF1000Z NF,YONEX NANOFLARE 1000Z,YONEX,尤尼克斯,NANOFLARE 1000Z,YONEX NANOFLARE 1000Z,NANOFLARE 1000Z 疾光1000Z NF1000Z NF；YONEX NANOFLARE 1000Z；NF1000Z；疾光,1930,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-1000Z,YONEX NANOFLARE 1000Z,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
619,NANOFLARE 10S NF10S 疾光10S 疾光系列,YONEX NANOFLARE 10S,YONEX,尤尼克斯,NANOFLARE 10S,YONEX NANOFLARE 10S,NANOFLARE 10S NF10S 疾光10S 疾光系列；YONEX NANOFLARE 10S；NF10S；疾光,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-10S,YONEX NANOFLARE 10S,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
620,NANOFLARE 111 NF111 疾光111 NF,YONEX NANOFLARE 111,YONEX,尤尼克斯,NANOFLARE 111,YONEX NANOFLARE 111,NANOFLARE 111 NF111 疾光111 NF；YONEX NANOFLARE 111；NF111；疾光,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-111,YONEX NANOFLARE 111,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
621,NANOFLARE 160FX 海军蓝 NF,YONEX NANOFLARE 160FX,YONEX,尤尼克斯,NANOFLARE 160FX,YONEX NANOFLARE 160FX,NANOFLARE 160FX 海军蓝 NF；YONEX NANOFLARE 160FX,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-160FX,YONEX NANOFLARE 160FX,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
622,NANOFLARE 170 LIGHT 疾光170LT NF,YONEX NANOFLARE 170 LIGHT,YONEX,尤尼克斯,NANOFLARE 170 LIGHT,YONEX NANOFLARE 170 LIGHT,NANOFLARE 170 LIGHT 疾光170LT NF；YONEX NANOFLARE 170 LIGHT；疾光,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-170-LIGHT,YONEX NANOFLARE 170 LIGHT,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
623,NANOFLARE 200 NF200 NF,YONEX NANOFLARE 200,YONEX,尤尼克斯,NANOFLARE 200,YONEX NANOFLARE 200,NANOFLARE 200 NF200 NF；YONEX NANOFLARE 200；NF200,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-200,YONEX NANOFLARE 200,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
624,NANOFLARE 270 SPEED NF,YONEX NANOFLARE 270 SPEED,YONEX,尤尼克斯,NANOFLARE 270 SPEED,YONEX NANOFLARE 270 SPEED,NANOFLARE 270 SPEED NF；YONEX NANOFLARE 270 SPEED,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-270-SPEED,YONEX NANOFLARE 270 SPEED,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
625,NANOFLARE 300 疾光300 NF300 疾光系列,YONEX NANOFLARE 300,YONEX,尤尼克斯,NANOFLARE 300,YONEX NANOFLARE 300,NANOFLARE 300 疾光300 NF300 疾光系列；YONEX NANOFLARE 300；NF300；疾光,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-300,YONEX NANOFLARE 300,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
